Name,Full Name,Age,Height,Nationality,Overall,Potential,First Name,Last Name
A. Eisa,Abo Eisa,21,180.0,England,61,73,Abo,Eisa
A. Pinga,Aimery Pinga,20,185.0,Switzerland,61,73,Aimery,Pinga
A. Cervantes,Alan Cervantes,20,180.0,Mexico,61,73,Alan,Cervantes
A. Bordin,Alessandro Bordin,19,175.0,Italy,61,73,Alessandro,Bordin
A. Borkovic,Alexandar Borkovic,19,183.0,Austria,61,73,Alexandar,Borkovic
A. Lupu,Andrei Daniel Lupu,20,173.0,Romania,61,73,Andrei,Daniel Lupu
A. Al Khulaif,Ayman Al Khulaif,21,165.0,Saudi Arabia,61,73,Ayman,Al Khulaif
B. Gaye,Baboucarr Gaye,20,193.0,Gambia,61,73,Baboucarr,Gaye
B. Wilson,Brandon Wilson,21,185.0,Australia,61,73,Brandon,Wilson
Brian Torres,Brian Torres,21,183.0,Spain,61,73,Brian,Torres
C. Roberts,Callum Roberts,21,173.0,England,61,73,Callum,Roberts
D. Foulon,Daam Foulon,19,180.0,Belgium,61,73,Daam,Foulon
D. Heymans,Daan Heymans,19,188.0,Belgium,61,73,Daan,Heymans
D. Anyembe,Daniel Anyembe,19,185.0,Denmark,61,73,Daniel,Anyembe
D. Jaiyesimi,Diallang Jaiyesimi,20,180.0,England,61,73,Diallang,Jaiyesimi
D. Rosales,Diego Rosales,20,170.0,Mexico,61,73,Diego,Rosales
D. Hyam,Dominic Hyam,22,188.0,Scotland,61,73,Dominic,Hyam
F. Quiroz,Franco Quiroz,20,178.0,Argentina,61,73,Franco,Quiroz
G. Vicario,Guglielmo Vicario,21,188.0,Italy,61,73,Guglielmo,Vicario
H. Mörschel,Heinz Mörschel,20,190.0,Germany,61,73,Heinz,Mörschel
J. Asiri,Jaber Asiri,20,178.0,Saudi Arabia,61,73,Jaber,Asiri
J. Caletti,Joe Caletti,19,170.0,Australia,61,73,Joe,Caletti
J. Vega,Jonathan Vega,20,180.0,Mexico,61,73,Jonathan,Vega
L. Dietz,Lars Dietz,21,190.0,Germany,61,73,Lars,Dietz
L. Mosevich,Leonel Mosevich,21,188.0,Argentina,61,73,Leonel,Mosevich
L. Matarese,Luca Matarese,20,175.0,Italy,61,73,Luca,Matarese
L. Compagnucci,Lucio Compagnucci,22,175.0,Argentina,61,73,Lucio,Compagnucci
L. Sotomayor,Luis Sotomayor,21,178.0,Chile,61,73,Luis,Sotomayor
M. Christensen,Magnus Christensen,20,183.0,Denmark,61,73,Magnus,Christensen
M. Forss,Marcus Forss,19,185.0,Finland,61,73,Marcus,Forss
M. Butcher,Matt Butcher,21,188.0,England,61,73,Matt,Butcher
P. Klimala,Patryk Klimala,19,183.0,Poland,61,73,Patryk,Klimala
P. Knechtel,Philipp Knechtel,22,188.0,Germany,61,73,Philipp,Knechtel
Robert Sanchez,Robert Sanchez,20,198.0,Spain,61,73,Robert,Sanchez
S. Ruiz,Santiago Ruiz,20,185.0,Colombia,61,73,Santiago,Ruiz
S. Bastoni,Simone Bastoni,21,183.0,Italy,61,73,Simone,Bastoni
T. Robinet,Thomas Robinet,21,180.0,France,61,73,Thomas,Robinet
W. Bracamonte,Walter Bracamonte,20,175.0,Argentina,61,73,Walter,Bracamonte
A. Melo,Alejandro Melo,22,175.0,Argentina,61,72,Alejandro,Melo
A. Helmersen,Andreas Helmersen,20,190.0,Norway,61,72,Andreas,Helmersen
A. Swolfs,Anthony Swolfs,20,193.0,Belgium,61,72,Anthony,Swolfs
A. Brorsson,Arvid Brorsson,19,188.0,Sweden,61,72,Arvid,Brorsson
D. Toköz,Dorukhan Toköz,22,180.0,Turkey,61,72,Dorukhan,Toköz
E. Gutiérrez,Edson Gutiérrez,22,175.0,Mexico,61,72,Edson,Gutiérrez
E. Wichne,Eirik Wichne,21,175.0,Norway,61,72,Eirik,Wichne
E. Mensah,Evans Mensah,20,165.0,Ghana,61,72,Evans,Mensah
H. Al Shamrani,Hamdan Al Shamrani,21,180.0,Saudi Arabia,61,72,Hamdan,Al Shamrani
I. Hajtić,Ibrahim Hajtić,20,193.0,Bosnia Herzegovina,61,72,Ibrahim,Hajtić
J. Vollert,Jannes Vollert,20,185.0,Germany,61,72,Jannes,Vollert
J. Ndecky,Jean Ndecky,21,175.0,Senegal,61,72,Jean,Ndecky
J. Coustrain,Joel Coustrain,22,173.0,Republic of Ireland,61,72,Joel,Coustrain
J. Sierra,José Luis Sierra,21,183.0,Chile,61,72,José,Luis Sierra
J. Victoria,Juan Victoria,22,165.0,Colombia,61,72,Juan,Victoria
K. Fila,Karol Fila,20,180.0,Poland,61,72,Karol,Fila
L. Agüero,Lucas Agüero,21,178.0,Argentina,61,72,Lucas,Agüero
M. Piccinocchi,Mario Piccinocchi,23,173.0,Italy,61,72,Mario,Piccinocchi
M. O'Leary,Max O'Leary,21,185.0,England,61,72,Max,O'Leary
M. Awoudja,Maxime Awoudja,20,188.0,Germany,61,72,Maxime,Awoudja
M. Thalhammer,Maximilian Thalhammer,20,190.0,Germany,61,72,Maximilian,Thalhammer
M. López,Michael López,20,180.0,Argentina,61,72,Michael,López
M. Robinson,Miles Robinson,21,188.0,United States,61,72,Miles,Robinson
M. Kryeziu,Mirlind Kryeziu,21,196.0,Switzerland,61,72,Mirlind,Kryeziu
M. Saito,Mitsuki Saito,19,165.0,Japan,61,72,Mitsuki,Saito
M. Hjulmand,Morten Hjulmand,19,185.0,Denmark,61,72,Morten,Hjulmand
M. Al Mania,Mujahid Al Mania,22,185.0,Saudi Arabia,61,72,Mujahid,Al Mania
N. Baxter,Nathan Baxter,19,183.0,England,61,72,Nathan,Baxter
P. O'Connor,Paudie O'Connor,20,190.0,Republic of Ireland,61,72,Paudie,O'Connor
P. Prado,Percy Prado,22,173.0,Peru,61,72,Percy,Prado
S. Macías,Sebastián Macías,22,175.0,Colombia,61,72,Sebastián,Macías
S. Harrison,Shayon Harrison,20,183.0,England,61,72,Shayon,Harrison
T. Galdames,Thomas Galdames,19,178.0,Chile,61,72,Thomas,Galdames
T. Warschewski,Tobias Warschewski,20,188.0,Germany,61,72,Tobias,Warschewski
V. Myhra,Viljar Myhra,21,193.0,Norway,61,72,Viljar,Myhra
Y. Clementia,Yannis Clementia,20,188.0,France,61,72,Yannis,Clementia
A. Andersson,Adam Andersson,21,178.0,Sweden,61,71,Adam,Andersson
Adrià Pedrosa,Adrià Pedrosa,20,175.0,Spain,61,71,Adrià,Pedrosa
A. Zendejas,Adrián Zendejas,22,196.0,United States,61,71,Adrián,Zendejas
A. Fontana,Agustín Fontana,22,175.0,Argentina,61,71,Agustín,Fontana
A. López,Antonio López,21,173.0,Mexico,61,71,Antonio,López
A. Dønnum,Aron Dønnum,20,178.0,Norway,61,71,Aron,Dønnum
B. Urbański,Bartłomiej Urbański,20,175.0,Poland,61,71,Bartłomiej,Urbański
Darío Poveda,Darío Poveda,21,185.0,Spain,61,71,Darío,Poveda
D. Moreno,Diego Moreno,22,180.0,Colombia,61,71,Diego,Moreno
D. Sula,Din Sula,20,183.0,Belgium,61,71,Din,Sula
F. Sucsuz,Firat Sucsuz,22,173.0,Turkey,61,71,Firat,Sucsuz
F. Sivetti,Franco Sivetti,20,178.0,Argentina,61,71,Franco,Sivetti
G. Cardozo,Gabriel Cardozo,20,190.0,Uruguay,61,71,Gabriel,Cardozo
Genaro,Genaro,20,183.0,Spain,61,71,Genaro,-
Gorka Giralt,Gorka Giralt,22,190.0,Spain,61,71,Gorka,Giralt
G. Smith,Graham Smith,22,193.0,United States,61,71,Graham,Smith
I. Franjic,Ivan Franjic,20,183.0,Croatia,61,71,Ivan,Franjic
J. Simpson,Jack Simpson,21,183.0,England,61,71,Jack,Simpson
J. Aros,Joaquin Aros,22,180.0,Chile,61,71,Joaquin,Aros
J. Storey,Jordan Storey,20,188.0,England,61,71,Jordan,Storey
K. Pestka,Kamil Pestka,19,188.0,Poland,61,71,Kamil,Pestka
K. Yamaguchi,Kazuma Yamaguchi,22,175.0,Japan,61,71,Kazuma,Yamaguchi
L. Ameka Autchanga,Louis Ameka Autchanga,21,175.0,Gabon,61,71,Louis,Ameka Autchanga
L. Marseiler,Luca Marseiler,21,175.0,Germany,61,71,Luca,Marseiler
M. Allende,Marcelo Allende,19,165.0,Chile,61,71,Marcelo,Allende
M. Uusitalo,Markus Uusitalo,21,188.0,Finland,61,71,Markus,Uusitalo
M. Payares,Martin Payares,23,183.0,Colombia,61,71,Martin,Payares
M. Ferreira,Matias Ferreira,21,173.0,France,61,71,Matias,Ferreira
M. Igonen,Matvei Igonen,21,185.0,Estonia,61,71,Matvei,Igonen
M. Borquez,Matías Borquez,19,173.0,Chile,61,71,Matías,Borquez
M. Meneses,Matías Meneses,19,175.0,Chile,61,71,Matías,Meneses
M. Ortega,Miguel Ortega,23,193.0,Mexico,61,71,Miguel,Ortega
P. Michael,Peter Godly Michael,20,185.0,Nigeria,61,71,Peter,Godly Michael
R. Torres,Raúl Damián Torres,21,173.0,Mexico,61,71,Raúl,Damián Torres
S. Czajkowski,Sebastian Czajkowski,21,180.0,Denmark,61,71,Sebastian,Czajkowski
S. Amuzie,Stanley Amuzie,22,185.0,Nigeria,61,71,Stanley,Amuzie
S. Brodersen,Svend Brodersen,21,188.0,Germany,61,71,Svend,Brodersen
Y. Schmid,Yannick Schmid,23,185.0,Switzerland,61,71,Yannick,Schmid
Yeremi Valerón,Yeremi Valerón,21,183.0,Spain,61,71,Yeremi,Valerón
Ángel López,Ángel López,21,180.0,Spain,61,71,Ángel,López
A. Ryczkowski,Adam Ryczkowski,21,178.0,Poland,61,70,Adam,Ryczkowski
B. Källman,Benjamin Källman,19,183.0,Finland,61,70,Benjamin,Källman
B. Galindo,Benjamín Galindo,19,183.0,Mexico,61,70,Benjamín,Galindo
B. Dia,Boulaye Dia,21,180.0,France,61,70,Boulaye,Dia
B. Collins,Bradley Collins,21,183.0,England,61,70,Bradley,Collins
B. Koglin,Brian Koglin,21,185.0,Germany,61,70,Brian,Koglin
Campos,Campos,23,188.0,Spain,61,70,Campos,-
D. Lippert,Dennis Lippert,22,173.0,Germany,61,70,Dennis,Lippert
D. Barnes,Dillon Barnes,22,193.0,England,61,70,Dillon,Barnes
D. Telford,Dom Telford,21,175.0,England,61,70,Dom,Telford
F. Okenabirhie,Fejiri Okenabirhie,22,178.0,Nigeria,61,70,Fejiri,Okenabirhie
F. Geisler,Felix Geisler,21,168.0,Germany,61,70,Felix,Geisler
F. Sgarbi,Filippo Sgarbi,20,190.0,Italy,61,70,Filippo,Sgarbi
F. Mac Allister,Francis Mac Allister,22,175.0,Argentina,61,70,Francis,Mac Allister
H. Ayaroğlu,Hasan Ayaroğlu,23,173.0,Turkey,61,70,Hasan,Ayaroğlu
H. Tifner,Hernán Tifner,21,175.0,Argentina,61,70,Hernán,Tifner
J. Mondragón,John Steven Mondragón,23,180.0,Colombia,61,70,John,Steven Mondragón
J. Ramírez,Juan David Ramírez,21,180.0,Colombia,61,70,Juan,David Ramírez
J. Morias,Junior Morias,22,173.0,Jamaica,61,70,Junior,Morias
K. Skaanes,Kasper Skaanes,23,175.0,Norway,61,70,Kasper,Skaanes
L. Jackson,Lachlan Jackson,23,193.0,Australia,61,70,Lachlan,Jackson
L. Amarilla,Luis Amarilla,22,183.0,Paraguay,61,70,Luis,Amarilla
L. Scherff,Lukas Scherff,21,175.0,Germany,61,70,Lukas,Scherff
M. Ambrosiewicz,Maciej Ambrosiewicz,20,183.0,Poland,61,70,Maciej,Ambrosiewicz
M. Funk,Marius Funk,22,188.0,Germany,61,70,Marius,Funk
M. Reuvers,Marwin Reuvers,19,183.0,Netherlands,61,70,Marwin,Reuvers
M. Cortesi,Matteo Cortesi,20,180.0,Italy,61,70,Matteo,Cortesi
M. Havekotte,Mike Havekotte,22,188.0,Netherlands,61,70,Mike,Havekotte
N. Gómez,Nahum Gómez,20,168.0,Mexico,61,70,Nahum,Gómez
N. Beyer,Nico Beyer,21,188.0,Germany,61,70,Nico,Beyer
N. Jackson,Niki Jackson,22,185.0,United States,61,70,Niki,Jackson
Park Dae Han,Park Dae Han,22,183.0,Korea Republic,61,70,Park,Dae Han
S. Mbakata,Salem Mbakata,20,178.0,France,61,70,Salem,Mbakata
S. Erimuya,Saturday Erimuya,20,190.0,Nigeria,61,70,Saturday,Erimuya
S. Banza,Simon Banza,21,188.0,France,61,70,Simon,Banza
S. Mohlin,Sixten Mohlin,22,188.0,Sweden,61,70,Sixten,Mohlin
T. Goppel,Thijmen Goppel,21,178.0,Netherlands,61,70,Thijmen,Goppel
T. Jacobsen,Thore Jacobsen,21,183.0,Germany,61,70,Thore,Jacobsen
T. Denton,Tyler Denton,22,175.0,England,61,70,Tyler,Denton
Álex Mozo,Álex Mozo,23,165.0,Spain,61,70,Álex,Mozo
A. Berry,Adam Berry,20,175.0,Australia,61,69,Adam,Berry
Angel Sánchez,Angel Sánchez,20,178.0,Spain,61,69,Angel,Sánchez
B. Kennedy,Ben Kennedy,21,178.0,Northern Ireland,61,69,Ben,Kennedy
B. Halliday,Bradley Halliday,22,180.0,England,61,69,Bradley,Halliday
B. Álvarez,Bryan Álvarez,22,175.0,Mexico,61,69,Bryan,Álvarez
B. Bödvarsson,Bödvar Bödvarsson,23,185.0,Iceland,61,69,Bödvar,Bödvarsson
C. Dyson,Calum Dyson,21,188.0,England,61,69,Calum,Dyson
C. Castro,Carlos Castro,21,183.0,Mexico,61,69,Carlos,Castro
C. Randall,Connor Randall,22,180.0,England,61,69,Connor,Randall
D. Mantilla,Daniel Mantilla,21,173.0,Colombia,61,69,Daniel,Mantilla
D. Rogers,Danny Rogers,24,185.0,Republic of Ireland,61,69,Danny,Rogers
D. Thomas,Dominic Thomas,22,173.0,Scotland,61,69,Dominic,Thomas
D. Lanius,Dominik Lanius,21,196.0,Germany,61,69,Dominik,Lanius
E. Bytyqi,Enis Bytyqi,21,178.0,Kosovo,61,69,Enis,Bytyqi
E. Rueda,Esteban Rueda,22,175.0,Argentina,61,69,Esteban,Rueda
F. Saavedra,Felipe Saavedra,21,173.0,Chile,61,69,Felipe,Saavedra
F. Lesniak,Filip Lesniak,22,175.0,Slovakia,61,69,Filip,Lesniak
H. Charsley,Harry Charsley,21,178.0,Republic of Ireland,61,69,Harry,Charsley
H. Wingo,Henry Wingo,22,183.0,United States,61,69,Henry,Wingo
I. Marega,Issa Marega,20,196.0,France,61,69,Issa,Marega
J. Sterry,Jamie Sterry,22,180.0,England,61,69,Jamie,Sterry
J. Mäder,Janik Mäder,21,178.0,Germany,61,69,Janik,Mäder
J. Tuominen,Jasse Tuominen,22,185.0,Finland,61,69,Jasse,Tuominen
J. Angulo,Jesús Angulo,21,165.0,Mexico,61,69,Jesús,Angulo
J. Suárez,Jonathan Suárez,21,178.0,United States,61,69,Jonathan,Suárez
J. Allen,Jordan Allen,23,178.0,United States,61,69,Jordan,Allen
Kiki,Kiki,21,178.0,Spain,61,69,Kiki,-
K. Knoyle,Kyle Knoyle,21,178.0,England,61,69,Kyle,Knoyle
Lee Jeong Bin,Lee Jeong Bin,23,175.0,Korea Republic,61,69,Lee,Jeong Bin
L. Grimshaw,Liam Grimshaw,23,180.0,England,61,69,Liam,Grimshaw
L. Lauberbach,Lion Lauberbach,20,193.0,Germany,61,69,Lion,Lauberbach
L. Cueto,Lucas Cueto,22,175.0,Germany,61,69,Lucas,Cueto
Luis Díaz,Luis Díaz,23,188.0,Spain,61,69,Luis,Díaz
M. Rodas,Manolo Rodas,21,170.0,Germany,61,69,Manolo,Rodas
M. Gallegos,Matías Gallegos,21,178.0,Argentina,61,69,Matías,Gallegos
M. Schüler,Michael Schüler,20,188.0,Germany,61,69,Michael,Schüler
M. Rocca,Michele Rocca,22,175.0,Italy,61,69,Michele,Rocca
M. Mara,Mohamed Mara,21,175.0,Guinea,61,69,Mohamed,Mara
N. Al Omran,Nasser Al Omran,20,170.0,Saudi Arabia,61,69,Nasser,Al Omran
O. Ómarsson,Orri Sigurður Ómarsson,23,188.0,Iceland,61,69,Orri,Sigurður Ómarsson
Raúl Vallejo,Raúl Vallejo,22,175.0,Spain,61,69,Raúl,Vallejo
R. Hunt,Rob Hunt,22,170.0,England,61,69,Rob,Hunt
Romero,Romero,22,168.0,Spain,61,69,Romero,-
R. Watson,Rory Watson,22,185.0,England,61,69,Rory,Watson
S. Ayala,Sebastián Ayala,22,180.0,Colombia,61,69,Sebastián,Ayala
S. Kopp,Sven Kopp,23,198.0,Germany,61,69,Sven,Kopp
T. Bonga,Tarsis Bonga,21,196.0,Germany,61,69,Tarsis,Bonga
T. Onozawa,Toshiki Onozawa,20,165.0,Japan,61,69,Toshiki,Onozawa
V. Wernersson,Victor Wernersson,22,180.0,Sweden,61,69,Victor,Wernersson
W. McDonald,Wes McDonald,21,175.0,England,61,69,Wes,McDonald
A. Madrid,Álvaro Madrid,23,175.0,Chile,61,69,Álvaro,Madrid
A. AL DIRI,A. AL DIRI,24,173.0,Qatar,61,68,A.,AL DIRI
A. EL SAYED,A. EL SAYED,28,178.0,Qatar,61,68,A.,EL SAYED
A. AL-JALHAM,AHMED AL-JALHAM,23,170.0,Qatar,61,68,AHMED,AL-JALHAM
A. Kostić,Aleksandar Kostić,22,165.0,Serbia,61,68,Aleksandar,Kostić
B. Hanlan,Brandon Hanlan,21,183.0,England,61,68,Brandon,Hanlan
C. Dilo,Christopher Dilo,24,188.0,France,61,68,Christopher,Dilo
C. O'Malley,Conor O'Malley,23,190.0,Republic of Ireland,61,68,Conor,O'Malley
Cordero,Cordero,23,188.0,Spain,61,68,Cordero,-
D. Moreno,Daniel Moreno,23,178.0,Colombia,61,68,Daniel,Moreno
D. Olave,Daniel Olave,24,183.0,Colombia,61,68,Daniel,Olave
D. Contreras,David Contreras,24,173.0,Colombia,61,68,David,Contreras
D. Tuma,Davud Tuma,22,178.0,Germany,61,68,Davud,Tuma
F. Arbeláez,Federico Arbeláez,21,180.0,Colombia,61,68,Federico,Arbeláez
G. Ray,George Ray,24,193.0,Wales,61,68,George,Ray
G. Postma,Gerald Postma,20,180.0,Netherlands,61,68,Gerald,Postma
G. Guerrieri,Guido Guerrieri,22,183.0,Italy,61,68,Guido,Guerrieri
J. Łukowski,Jakub Łukowski,22,173.0,Poland,61,68,Jakub,Łukowski
J. Hildebrandt,Jonas Hildebrandt,21,183.0,Germany,61,68,Jonas,Hildebrandt
J. Houghton,Jordan Houghton,22,183.0,England,61,68,Jordan,Houghton
K. Gipson,Ken Gipson,22,178.0,Germany,61,68,Ken,Gipson
K. Finnbogason,Kristján Flóki Finnbogason,23,190.0,Iceland,61,68,Kristján,Flóki Finnbogason
Li Xiaoming,Li Xiaoming,22,183.0,China PR,61,68,Li,Xiaoming
L. Carillo,Luigi Carillo,21,188.0,Italy,61,68,Luigi,Carillo
M. ABDULWAHHAB,M. ABDULWAHHAB,19,170.0,Qatar,61,68,M.,ABDULWAHHAB
M. Kolar,Marko Kolar,23,185.0,Croatia,61,68,Marko,Kolar
M. Lercher,Michael Lercher,22,178.0,Austria,61,68,Michael,Lercher
M. Drennan,Mikey Drennan,24,178.0,Republic of Ireland,61,68,Mikey,Drennan
Miquel Parera,Miquel Parera,22,178.0,Spain,61,68,Miquel,Parera
M. Knudsen,Morten Knudsen,23,178.0,Denmark,61,68,Morten,Knudsen
Parra,Parra,22,170.0,Spain,61,68,Parra,-
P. Kpozo,Patrick Kpozo,20,180.0,Ghana,61,68,Patrick,Kpozo
P. Wiesinger,Philipp Wiesinger,24,180.0,Austria,61,68,Philipp,Wiesinger
P. Heigre,Pål Vestly Heigre,23,188.0,Norway,61,68,Pål,Vestly Heigre
R. Al Mousa,Rayan Al Mousa,23,178.0,Saudi Arabia,61,68,Rayan,Al Mousa
R. Wulle,Rick Wulle,24,188.0,Germany,61,68,Rick,Wulle
R. González,Rodrigo González,22,175.0,Chile,61,68,Rodrigo,González
Roger Riera,Roger Riera,23,188.0,Spain,61,68,Roger,Riera
S. Cordero,Salvador Cordero,22,178.0,Chile,61,68,Salvador,Cordero
S. Facey,Shay Facey,23,178.0,England,61,68,Shay,Facey
S. Baradji,Sékou Baradji,22,175.0,France,61,68,Sékou,Baradji
A. ABDULSALAM,A. ABDULSALAM,21,175.0,Qatar,61,67,A.,ABDULSALAM
A. Al Ammar,Abdullah Al Ammar,24,178.0,Saudi Arabia,61,67,Abdullah,Al Ammar
A. Ståhl,Adam Ståhl,23,185.0,Sweden,61,67,Adam,Ståhl
A. Nabi,Adil Nabi,24,175.0,England,61,67,Adil,Nabi
A. Dales,Andy Dales,23,180.0,England,61,67,Andy,Dales
A. Yildirim,Aygün Yildirim,23,180.0,Germany,61,67,Aygün,Yildirim
D. Carr,Daniel Carr,24,180.0,England,61,67,Daniel,Carr
F. Dornebusch,Felix Dornebusch,23,193.0,Germany,61,67,Felix,Dornebusch
J. Bonham,Jack Bonham,24,193.0,Republic of Ireland,61,67,Jack,Bonham
J. Benteke,Jonathan Benteke,23,185.0,Belgium,61,67,Jonathan,Benteke
J. Vázquez,Juan Manuel Vázquez,23,183.0,Argentina,61,67,Juan,Manuel Vázquez
K. ALYAZIDI,KHALED ALYAZIDI,23,170.0,Qatar,61,67,KHALED,ALYAZIDI
K. Anzai,Kazuki Anzai,23,173.0,Japan,61,67,Kazuki,Anzai
Kuk Tae Jeong,Kuk Tae Jeong,22,178.0,Korea Republic,61,67,Kuk,Tae Jeong
K. Yoshino,Kyohei Yoshino,23,183.0,Japan,61,67,Kyohei,Yoshino
L. Fritzson,Ludvig Fritzson,22,183.0,Sweden,61,67,Ludvig,Fritzson
M. BARSHAM,MESHAAL BARSHAM,20,170.0,Qatar,61,67,MESHAAL,BARSHAM
M. Hosseini,Majid Hosseini,22,183.0,Iran,61,67,Majid,Hosseini
M. Egho,Marvin Egho,24,188.0,Austria,61,67,Marvin,Egho
M. Romero,Matías Romero,22,175.0,Argentina,61,67,Matías,Romero
M. Reule,Maximilian Reule,24,188.0,Germany,61,67,Maximilian,Reule
O. Rommens,Olivier Rommens,23,170.0,Belgium,61,67,Olivier,Rommens
O. Leguizamón,Osmar Leguizamón,24,170.0,Paraguay,61,67,Osmar,Leguizamón
P. Camara,Papa Demba Camara,25,196.0,Senegal,61,67,Papa,Demba Camara
P. Stępiński,Patryk Stępiński,23,178.0,Poland,61,67,Patryk,Stępiński
P. Hercher,Philipp Hercher,22,183.0,Germany,61,67,Philipp,Hercher
P. Halder,Pronay Halder,25,180.0,India,61,67,Pronay,Halder
Rubén Sánchez,Rubén Sánchez,23,185.0,Spain,61,67,Rubén,Sánchez
S. ALHAJ,SAEED ALHAJ,26,178.0,Qatar,61,67,SAEED,ALHAJ
S. HALABI,SALEH HALABI,18,170.0,Qatar,61,67,SALEH,HALABI
S. Mladenovic,Stefan Mladenovic,24,178.0,Norway,61,67,Stefan,Mladenovic
T. Hudson-Wihongi,Te Atawhai Hudson-Wihongi,23,185.0,New Zealand,61,67,Te,Atawhai Hudson-Wihongi
T. Smith,Ted Smith,22,185.0,England,61,67,Ted,Smith
T. Casali,Tino Casali,22,190.0,Austria,61,67,Tino,Casali
W. Aimson,Will Aimson,24,178.0,Wales,61,67,Will,Aimson
W. Cuesta,William Cuesta,25,196.0,Colombia,61,67,William,Cuesta
Y. Takahashi,Yuji Takahashi,25,188.0,Japan,61,67,Yuji,Takahashi
Zhong JinBao,Zhong JinBao,23,180.0,China PR,61,67,Zhong,JinBao
A. HATEM,ABDULAZIZ HATEM,28,178.0,Qatar,61,66,ABDULAZIZ,HATEM
A. AL SAYED,ADNAN AL SAYED,23,170.0,Qatar,61,66,ADNAN,AL SAYED
A. Hazazi,Ali Abdullah Hazazi,24,183.0,Saudi Arabia,61,66,Ali,Abdullah Hazazi
A. Tozzo,Andrea Tozzo,25,193.0,Italy,61,66,Andrea,Tozzo
Cheng Yuan,Cheng Yuan,24,183.0,China PR,61,66,Cheng,Yuan
C. Martin,Collin Martin,23,180.0,United States,61,66,Collin,Martin
C. Thomas,Conor Thomas,24,185.0,England,61,66,Conor,Thomas
D. GOUMA,DANIEL GOUMA,28,171.0,Qatar,61,66,DANIEL,GOUMA
E. Edwards Jr.,Earl Edwards Jr.,26,190.0,United States,61,66,Earl,Edwards Jr.
E. Maanane,Edwin Maanane,23,183.0,France,61,66,Edwin,Maanane
E. Bekiroglu,Efkan Bekiroglu,22,185.0,Germany,61,66,Efkan,Bekiroglu
E. Cicerelli,Emmanuele Cicerelli,23,178.0,Italy,61,66,Emmanuele,Cicerelli
E. Omondi,Eric Johana Omondi,23,185.0,Kenya,61,66,Eric,Johana Omondi
F. Sittsam,Florian Sittsam,23,185.0,Austria,61,66,Florian,Sittsam
Guo Hao,Guo Hao,25,173.0,China PR,61,66,Guo,Hao
H. Eisa,Haroon Eisa,25,188.0,Burkina Faso,61,66,Haroon,Eisa
J. McCourt,Jak McCourt,22,178.0,England,61,66,Jak,McCourt
J. Flannigan,Jake Flannigan,22,180.0,England,61,66,Jake,Flannigan
J. Robinson,Jalen Robinson,24,175.0,United States,61,66,Jalen,Robinson
J. Jesgarzewski,Janik Jesgarzewski,24,180.0,Germany,61,66,Janik,Jesgarzewski
Jeong Dong Yun,Jeong Dong Yun,24,175.0,Korea Republic,61,66,Jeong,Dong Yun
J. Lorch,Jeremias Lorch,22,188.0,Germany,61,66,Jeremias,Lorch
Jose,Jose,24,183.0,Brazil,61,66,Jose,-
K. Partida,Kevin Partida,23,173.0,United States,61,66,Kevin,Partida
Kim Min Tae,Kim Min Tae,24,188.0,Korea Republic,61,66,Kim,Min Tae
Kim Yong Jin,Kim Yong Jin,25,193.0,Korea Republic,61,66,Kim,Yong Jin
M. Moënza,Malkom Moënza,24,180.0,Sweden,61,66,Malkom,Moënza
M. Engelhardt,Marcel Engelhardt,25,190.0,Germany,61,66,Marcel,Engelhardt
M. Barnofsky,Max Barnofsky,23,190.0,Germany,61,66,Max,Barnofsky
M. Comba,Maximiliano Comba,24,170.0,Argentina,61,66,Maximiliano,Comba
M. Rose,Mitchell Rose,23,175.0,England,61,66,Mitchell,Rose
N. Heidemann,Niklas Heidemann,23,185.0,Germany,61,66,Niklas,Heidemann
P. Petrović,Petar Petrović,22,178.0,Sweden,61,66,Petar,Petrović
P. Kotal,Pritam Kotal,24,178.0,India,61,66,Pritam,Kotal
R. Callachan,Ross Callachan,24,180.0,Scotland,61,66,Ross,Callachan
R. Laidlaw,Ross Laidlaw,25,201.0,Scotland,61,66,Ross,Laidlaw
S. EBRAHIM,SAUOUD EBRAHIM,30,168.0,Qatar,61,66,SAUOUD,EBRAHIM
S. Kchouk,Slimen Kchouk,24,183.0,Tunisia,61,66,Slimen,Kchouk
S. Warmolts,Stephen Warmolts,24,175.0,Netherlands,61,66,Stephen,Warmolts
S. Condé,Sékou Condé,25,193.0,Guinea,61,66,Sékou,Condé
T. Chorý,Tomáš Chorý,23,201.0,Czech Republic,61,66,Tomáš,Chorý
Wang Jinxian,Wang Jinxian,22,175.0,China PR,61,66,Wang,Jinxian
Xu Xin,Xu Xin,24,178.0,China PR,61,66,Xu,Xin
Y. A. ESSA,Y. A. ESSA,26,180.0,Qatar,61,66,Y.,A. ESSA
Y. MUFTAH,YOUSUF MUFTAH,30,165.0,Qatar,61,66,YOUSUF,MUFTAH
Zheng Dalun,Zheng Dalun,24,170.0,China PR,61,66,Zheng,Dalun
A. Amadi-Holloway,Aaron Amadi-Holloway,25,188.0,Wales,61,65,Aaron,Amadi-Holloway
A. Kartalis,Alexandros Kartalis,23,178.0,Greece,61,65,Alexandros,Kartalis
A. May,Alfie May,24,175.0,England,61,65,Alfie,May
A. Bruhn,Andreas Bruhn,24,188.0,Denmark,61,65,Andreas,Bruhn
C. Wehan,Chris Wehan,24,175.0,United States,61,65,Chris,Wehan
